id,value
category.Manufacturing.Qiu Jianping & family,2400
category.Diversified.Rajan Raheja & family,2400
category.Finance & Investments.Matthias Reinhart,2400
category.Technology.Arnout Schuijff,2400
category.Diversified.Hans Sy,2400
category.Diversified.Herbert Sy,2400
category.Diversified.Lucio Tan,2400
category.Technology.Tsai Ming-kai,2400
category.Media & Entertainment.Ted Turner,2400
category.Real Estate.David Walentas,2400
category.Finance & Investments.Urs Wietlisbach,2400
category.Technology.Jerry Yang,2400
category.Manufacturing.Yang Jianliang & family,2400
category.Manufacturing.Yang Weidong & family,2400
category.Real Estate.Mortimer Zuckerman,2400
category.Finance & Investments.John Armitage,2300
category.Energy.Lee Bass,2300
category.Technology.John Bicket,2300
category.Technology.Sanjit Biswas,2300
category.Fashion & Retail.Timothy Boyle,2300
category.Technology.Morris Chang,2300
category.Real Estate.Chao Teng-hsiung,2300
category.Finance & Investments.Samuel Chen,2300
category.Manufacturing.Chu Lam Yiu,2300
category.Technology.K․ Dinesh,2300
category.Diversified.James Duff,2300
category.Diversified.Thomas Duff,2300
category.Technology.Daniel Ek,2300
category.Fashion & Retail.John Fisher,2300
category.Fashion & Retail.Georg Haub,2300
category.Construction & Engineering.Erman Ilicak,2300
category.Finance & Investments.Justin Ishbia,2300
category.Technology.Long Jiang,2300
category.Finance & Investments.Bruce Karsh,2300
category.Technology.Bom Kim,2300
category.Food & Beverage.Jianping Lai,2300
category.Healthcare.Lam Kong,2300
category.Finance & Investments.Stephen Lansdown,2300
category.Fashion & Retail.Kevin David Lehmann,2300
category.Food & Beverage.Li Haiyan,2300
category.Finance & Investments.Hua Li,2300
category.Gambling & Casinos.Lim Kok Thay,2300
category.Food & Beverage.Kishore Mariwala,2300
category.Food & Beverage.Clayton Mathile,2300
category.Fashion & Retail.Mi Enhua,2300
category.Food & Beverage.Vadim Moshkovich,2300
category.Food & Beverage.David Murdock,2300
category.Fashion & Retail.David Nahmad,2300
category.Finance & Investments.Lirio Parisotto,2300
category.Food & Beverage.Augusto Perfetti,2300
category.Food & Beverage.Giorgio Perfetti,2300
category.Fashion & Retail.Alberto Prada,2300
category.Fashion & Retail.Marina Prada,2300
category.Diversified.Filiz Sahenk,2300
category.Food & Beverage.Richard Sands,2300
category.Finance & Investments.Stephan Schmidheiny,2300
category.Healthcare.Alberto Siccardi & family,2300
category.Real Estate.Stefan Soloviev,2300
category.Fashion & Retail.Tang Yiu,2300
category.Technology.Tian Ming,2300
category.Finance & Investments.T․Y․ Tsai,2300
category.Technology.Jayshree Ullal,2300
category.Finance & Investments.Georg von Opel,2300
category.Real Estate.Lang Walker,2300
category.Manufacturing.Xicheng Wang & family,2300
category.Real Estate.Wang Zhenhua,2300
category.Food & Beverage.Paul-Heinz Wesjohann & family,2300
category.Fashion & Retail.Xie Bingkun & family,2300
category.Manufacturing.Xu Shugen,2300
category.Healthcare.Christoph Zeller,2300
category.Manufacturing.Zhang Jingzhang & family,2300
category.Real Estate.George Argyros & family,2200
category.Finance & Investments.Brian Armstrong,2200
category.Energy.Albert Avdolyan,2200
category.Diversified.Sezai Bacaksiz,2200
category.Technology.Aneel Bhusri,2200
category.Fashion & Retail.Brett Blundy,2200
category.Finance & Investments.J․ Hyatt Brown,2200
category.Finance & Investments.Chen Jinxia,2200
category.Healthcare.Chen Xueli,2200
category.Finance & Investments.Dermot Desmond,2200
category.Healthcare.Dong Wei,2200
category.Fashion & Retail.Tom Ford,2200
category.Food & Beverage.Fu Guangming & family,2200
category.Finance & Investments.Noam Gottesman,2200
category.Finance & Investments.Jeffrey Gundlach,2200
category.Healthcare.Hao Hong,2200
category.Automotive.Shmuel Harlap,2200
category.Technology.Hans-Werner Hector,2200
category.Healthcare.Lutz Mario Helmig & family,2200
category.Real Estate.Chulong Huang,2200
category.Finance & Investments.Thomas James,2200
category.Fashion & Retail.James Jannard,2200
category.Automotive.Willis Johnson,2200
category.Fashion & Retail.Lai Shixian,2200
category.Finance & Investments.Chris Larsen,2200
category.Fashion & Retail.Solomon Lew,2200
category.Diversified.Liang Xinjun,2200
category.Diversified.Harald Link,2200
category.Technology.Max Lytvyn,2200
category.Energy.Igor Makarov,2200
category.Finance & Investments.Howard Marks,2200
category.Finance & Investments.Charles Munger,2200
category.Real Estate.Adam Neumann,2200
category.Diversified.Thi Phuong Thao Nguyen,2200
category.Food & Beverage.Ni Yongpei & family,2200
category.Manufacturing.Heloise Pratt,2200
category.Technology.Qi Xiangdong,2200
category.Technology.Phillip T․ (Terry) Ragon,2200
category.Healthcare.Prathap Reddy,2200
category.Sports.Jerry Reinsdorf,2200
category.Technology.Chad Richison,2200
"category.Fashion & Retail.Karl Scheufele, III․ & family",2200
category.Healthcare.Alice Schwartz,2200
category.Technology.Alex Shevchenko,2200
category.Technology.Kavitark Ram Shriram,2200
category.Real Estate.Jeffrey Soffer,2200
category.Technology.William Stone,2200
category.Finance & Investments.Henry Swieca,2200
category.Diversified.Harley Sy,2200
category.Diversified.Teresita Sy-Coson,2200
category.Real Estate.Katsumi Tada,2200
category.Manufacturing.Tang Jinkui & family,2200
category.Technology.Tang Xiao'ou,2200
category.Fashion & Retail.Lottie Tham & family,2200
category.Healthcare.Shamsheer Vayalil,2200
category.Technology.Radha Vembu,2200
category.Fashion & Retail.Wang Wenmo,2200
category.Service.Wang Zhenghua,2200
category.Food & Beverage.David Wertheim,2200
category.Energy.Kai Wu,2200
category.Food & Beverage.Xu Yingzhuo,2200
category.Manufacturing.Yeung Kin-man,2200
category.Logistics.Huijiao Yu,2200
category.Finance & Investments.Oren Zeev,2200
category.Manufacturing.Clayton Zekelman,2200
category.Energy.Zhao Fenggang,2200
category.Metals & Mining.Alex Beard,2100
category.Food & Beverage.Travis Boersma,2100
category.Construction & Engineering.Martin Bouygues,2100
category.Construction & Engineering.Olivier Bouygues,2100
category.Gambling & Casinos.William Boyd & family,2100
category.Food & Beverage.Anand Burman,2100
category.Manufacturing.Cao Ji,2100
category.Technology.Bruce Cheng,2100
category.Technology.Chi Yufeng,2100
category.Energy.Daniel Chiu,2100
category.Healthcare.Beda Diethelm,2100
category.Fashion & Retail.Domenico Dolce,2100
category.Technology.Ralph Dommermuth,2100
category.Diversified.Georgi Domuschiev,2100
category.Diversified.Kiril Domuschiev,2100
category.Real Estate.Bob Ell,2100
category.Energy.Paul Foster,2100
category.Fashion & Retail.Stefano Gabbana,2100
category.Manufacturing.Xingjiang Gao,2100
category.Energy.Gordon Getty,2100
category.Energy.Kamal Ghaffarian,2100
category.Healthcare.Dennis Gillings,2100
category.Diversified.Harsh Goenka,2100
category.Diversified.Sanjiv Goenka,2100
category.Real Estate.Jane Goldman,2100
category.Fashion & Retail.Stein Erik Hagen,2100
category.Real Estate.Bahaa Hariri,2100
category.Fashion & Retail.Hortensia Herrero,2100
category.Diversified.Douglas Hsu,2100
category.Manufacturing.Huang Min,2100
category.Technology.Jared Isaacman,2100
category.Technology.Eugene Kaspersky,2100
category.Fashion & Retail.Artem Khachatryan,2100
category.Food & Beverage.Andrei Krivenko,2100
category.Real Estate.Thomas Kwok,2100
category.Manufacturing.Lam Wai-ying,2100
category.Finance & Investments.Marc Lasry,2100
category.Finance & Investments.Christian Latouche & family,2100
category.Sports.Theodore Leonsis,2100
category.Real Estate.Lin Chang Su-O,2100
category.Manufacturing.Liu Chengyu & family,2100
category.Fashion & Retail.Sergey Lomakin,2100
category.Food & Beverage.Daniel Lubetzky,2100
category.Technology.Melissa Ma,2100
category.Diversified.Anand Mahindra,2100
category.Fashion & Retail.Rafique Malik,2100
category.Diversified.Katarina Martinson,2100
category.Healthcare.Kiran Mazumdar-Shaw,2100
category.Automotive.Nirmal Minda,2100
category.Technology.Mu Rongjun,2100
category.Manufacturing.Eugene Murtagh,2100
category.Finance & Investments.Alexander Nesis,2100
category.Manufacturing.Zugen Ni,2100
category.Construction & Engineering.Florentino Perez,2100
category.Metals & Mining.Victor Pinchuk,2100
category.Technology.Leonid Radvinsky,2100
category.Technology.Raveendran Byju,2100
category.Construction & Engineering.P․P․ Reddy,2100
category.Fashion & Retail.Richard Saghian,2100
category.Healthcare.Shi Yifeng,2100
category.Finance & Investments.Thaksin Shinawatra,2100
category.Food & Beverage.Shu Ping,2100
category.Healthcare.Timothy Springer,2100
category.Automotive.Venu Srinivasan,2100
category.Fashion & Retail.Edward Stack,2100
category.Food & Beverage.Sun Mengquan & family,2100
category.Finance & Investments.Alexander Svetakov,2100
category.Fashion & Retail.Torsten Toeller,2100
category.Food & Beverage.Barbara Tyson,2100
category.Food & Beverage.Hamdi Ulukaya,2100
category.Construction & Engineering.Wang Linpeng,2100
category.Food & Beverage.Wei Ing-Chou,2100
category.Food & Beverage.Wei Yin-Chun,2100
category.Food & Beverage.Wei Yin-Heng,2100
category.Food & Beverage.Wei Ying-Chiao,2100
category.Gambling & Casinos.Elaine Wynn,2100
category.Automotive.Xu Xudong & family,2100
category.Fashion & Retail.Michael Ying,2100
category.Manufacturing.Yu Qibing & family,2100
category.Manufacturing.Yuan Fugen & family,2100
category.Manufacturing.Zhang Ning & family,2100
category.Healthcare.Zhao Tao,2100
category.Construction & Engineering.Anu Aga,2000
category.Fashion & Retail.Mohamed Al Fayed,2000
category.Technology.Andrey Andreev,2000
category.Finance & Investments.Michael Ashcroft,2000
category.Technology.Pavel Baudis,2000
category.Healthcare.Wilhelm Beier & family,2000
category.Manufacturing.Cao Jianwei,2000
category.Manufacturing.Huwen Chen,2000
category.Diversified.Phongthep Chiaravanont,2000
category.Diversified.Dou Zhenggang,2000
category.Food & Beverage.Maria Franca Fissolo,2000
category.Diversified.William Franke,2000
category.Healthcare.Mario Germano Giuliani,2000
category.Real Estate.Amy Goldman Fowler,2000
category.Metals & Mining.John Hancock,2000
category.Technology.Hu Yangzhong,2000
category.Manufacturing.Huang Dawen,2000
category.Media & Entertainment.Huang Qiaoling,2000
category.Finance & Investments.Rajiv Jain,2000
category.Sports.Michael Jordan,2000
category.Real Estate.Diane Kemper,2000
category.Technology.Shlomo Kramer,2000
category.Healthcare.Heikki Kyostila,2000
category.Technology.Martin Lau,2000
category.Technology.Li Min,2000
category.Technology.Liang Rubo,2000
category.Manufacturing.Liang Zhaoxian,2000
category.Energy.Lin Fanlian,2000
category.Manufacturing.Aloke Lohia,2000
category.Real Estate.Bill Malhotra,2000
category.Finance & Investments.Alexander Mamut,2000
category.Telecom.Craig McCaw,2000
category.Manufacturing.Cunhui Nan,2000
category.Service.Tengyun Nie & family,2000
category.Finance & Investments.Oei Hong Leong,2000
category.Metals & Mining.Clive Palmer,2000
category.Technology.Matthew Prince,2000
category.Service.Linda Pritzker,2000
category.Construction & Engineering.P․V․ Krishna Reddy,2000
category.Metals & Mining.Bianca Rinehart,2000
category.Metals & Mining.Ginia Rinehart,2000
category.Finance & Investments.T․ Denny Sanford,2000
category.Manufacturing.Bhadresh Shah,2000
category.Media & Entertainment.Zygmunt Solorz-Zak,2000
category.Manufacturing.Michal Strnad,2000
category.Fashion & Retail.Sylvia Stroeher,2000
category.Technology.Otto Toto Sugiri,2000
category.Sports.Larry Tanenbaum,2000
category.Finance & Investments.Wichai Thongtang,2000
category.Finance & Investments.Ion Tiriac,2000
category.Metals & Mining.Hope Welker,2000
category.Manufacturing.William Young,2000
category.Fashion & Retail.Ales Zavoral,2000
category.Technology.Zhang Fan,2000
category.Technology.Shilong Zhang & family,2000
category.Manufacturing.Zhang Wanzhen,2000
category.Technology.Hongfei Zhao,2000
category.Energy.Zhou Jian,2000
category.Healthcare.Zhu Yiwen & family,2000
category.Diversified.Roberto Angelini Rossi,1900
category.Energy.Mika Anttonen,1900
category.Sports.David Blitzer,1900
category.Finance & Investments.Julio Bozano,1900
category.Energy.Nikolai Buinov,1900
category.Fashion & Retail.Nicola Bulgari,1900
"category.Fashion & Retail.Howard Butt, III․ & family",1900
category.Fashion & Retail.Stephen Butt & family,1900
category.Fashion & Retail.Jianxing Che,1900
category.Manufacturing.Huxiong Chen,1900
category.Energy.Chen Qiongxiang,1900
category.Technology.Chen Zhisong,1900
category.Diversified.Manas Chiaravanond,1900
category.Diversified.Prathip Chiravanond,1900
category.Food & Beverage.Alexandra Daitch,1900
category.Food & Beverage.Sol Daurella,1900
category.Sports.Mark Davis,1900
category.Finance & Investments.James Dinan,1900
category.Healthcare.Dong Fan,1900
category.Automotive.Fritz Draexlmaier,1900
category.Diversified.Bulent Eczacibasi,1900
category.Diversified.Faruk Eczacibasi,1900
category.Diversified.Eduardo Eurnekian,1900
category.Real Estate.David Fong,1900
category.Fashion & Retail.Guo Zhenyu & family,1900
category.Manufacturing.Surjit Kumar Gupta,1900
category.Diversified.Caroline Hagen Kjos,1900
category.Finance & Investments.Roberto Hernandez Ramirez,1900
category.Technology.Reid Hoffman,1900
category.Manufacturing.Hu Rongda & family,1900
"category.Real Estate.B․ Wayne Hughes, Jr․",1900
category.Real Estate.Hui Wing Mau,1900
category.Finance & Investments.Scott Kapnick,1900
category.Finance & Investments.Richard Kayne,1900
category.Finance & Investments.Dominika Kulczyk,1900
category.Finance & Investments.Edward Lampert,1900
category.Diversified.Somsri Lamsam,1900
category.Food & Beverage.James Leprino,1900
category.Real Estate.David Lichtenstein,1900
category.Real Estate.Lin Dingqiang & family,1900
category.Food & Beverage.Sarah MacMillan,1900
category.Telecom.Strive Masiyiwa,1900
category.Fashion & Retail.Robert Miller,1900
category.Technology.Simon Nixon,1900
category.Food & Beverage.Kentaro Ogawa,1900
category.Manufacturing.Ajay Parekh,1900
category.Manufacturing.Narendrakumar Parekh,1900
category.Finance & Investments.Jennifer Pritzker,1900
category.Fashion & Retail.G․ Rajendran,1900
category.Manufacturing.Ren Jianhua,1900
category.Finance & Investments.Larry Robbins,1900
category.Construction & Engineering.Dwight Schar,1900
category.Energy.Shao Jianxiong,1900
category.Manufacturing.Qinxiang Shao,1900
category.Technology.Hua Shen,1900
category.Manufacturing.Shi Wen-long,1900
category.Finance & Investments.Peter Sondakh,1900
category.Food & Beverage.Lucy Stitzer,1900
category.Diversified.Elizabeth Sy,1900
category.Manufacturing.Hermanto Tanoko,1900
category.Construction & Engineering.Mehmet Sinan Tara,1900
category.Fashion & Retail.Masateru Uno & family,1900
category.Energy.Vardis Vardinoyannis & family,1900
category.Real Estate.Jitendra Virwani,1900
category.Real Estate.Wang Chaobin,1900
category.Fashion & Retail.Wang Ren-sheng,1900
category.Food & Beverage.Charlotte Colket Weber,1900
category.Healthcare.Xie Juhua & family,1900
category.Manufacturing.Chuanhua Xu & family,1900
category.Finance & Investments.Gavril Yushvaev & family,1900
category.Diversified.Zhang Hongwei,1900
category.Manufacturing.Anita Zucker,1900
category.Technology.Cameron Adams,1800
category.Fashion & Retail.Will Adderley,1800
category.Diversified.Faisal Bin Qassim Al Thani,1800
category.Sports.Leslie Alexander,1800
category.Real Estate.Masaaki Arai,1800
category.Fashion & Retail.Sabrina Benetton,1800
category.Technology.Sanjeev Bikhchandani,1800
category.Finance & Investments.O․ Francis Biondi,1800
category.Energy.Alejandro Bulgheroni,1800
category.Food & Beverage.R․G․ Chandramogan,1800
category.Diversified.Binod Chaudhary,1800
category.Technology.Parker Conrad,1800
category.Technology.Tim Cook,1800
category.Finance & Investments.Mark Coombs,1800
category.Media & Entertainment.John de Mol,1800
category.Construction & Engineering.D․ Leopoldo Del Pino,1800
category.Technology.Diao Zhizhong,1800
category.Healthcare.Robert Duggan,1800
category.Sports.James France,1800
category.Healthcare.Phillip Frost,1800
category.Finance & Investments.Jayme Garfinkel & family,1800
category.Food & Beverage.Christopher Goldsbury,1800
category.Healthcare.Yusuf Hamied,1800
category.Finance & Investments.Brian Higgins,1800
category.Real Estate.Wei Huang,1800
category.Automotive.Yintai Jiang & family,1800
category.Healthcare.Lei Jin,1800
category.Healthcare.Jin Lei & family,1800
category.Technology.Valentin Kipyatkov,1800
category.Diversified.Koo Kwang-mo,1800
category.Technology.George Kurtz,1800
category.Sports.Joe Lacob,1800
category.Technology.Joe Lau,1800
category.Diversified.Louise Lindh,1800
category.Metals & Mining.Luo Yangyong & family,1800
category.Media & Entertainment.Joao Roberto Marinho,1800
category.Media & Entertainment.Jose Roberto Marinho,1800
category.Media & Entertainment.Roberto Irineu Marinho,1800
category.Healthcare.Gary Michelson,1800
category.Technology.Robert G․ Miller,1800
category.Real Estate.David Mindus,1800
category.Technology.Adriaan Mol,1800
category.Real Estate.Mofatraj Munot,1800
category.Finance & Investments.Ezra Nahmad,1800
category.Manufacturing.Satyanarayan Nuwal,1800
category.Food & Beverage.Maike Oberwelland-Height,1800
category.Diversified.Nihat Ozdemir,1800
category.Technology.Benjamin Zhengmin Pan & family,1800
category.Media & Entertainment.Pierre Karl Péladeau,1800
category.Finance & Investments.Ronald Perelman,1800
category.Technology.Olivier Pomel,1800
category.Media & Entertainment.Krit Ratanarak,1800
category.Manufacturing.Vinod Saraf,1800
category.Technology.Karin Schick,1800
category.Metals & Mining.Anatoly Sedykh,1800
category.Food & Beverage.Genhuo Shao,1800
category.Energy.Shen Xiqiang & family,1800
category.Technology.S․D․ Shibulal,1800
category.Fashion & Retail.Suh Kyung-bae,1800
category.Food & Beverage.Bambang Sutantio,1800
category.Manufacturing.Sze Man Bok,1800
category.Logistics.Jim Thompson,1800
category.Manufacturing.Tran Dinh Long,1800
category.Technology.Alan Trefler,1800
category.Finance & Investments.Riaz Valani,1800
category.Technology.Pieter van der Does,1800
category.Manufacturing.Martin Viessmann,1800
category.Technology.Nikil Viswanathan,1800
category.Media & Entertainment.Todd Wagner,1800
category.Technology.Evan Williams,1800
category.Metals & Mining.Kie Chie Wong,1800
category.Finance & Investments.Thomas Wu,1800
category.Energy.Wu Yingming,1800
category.Healthcare.Amy Wyss,1800
category.Real Estate.Yan Zhi,1800
category.Fashion & Retail.Yoshiaki Yoshida,1800
category.Manufacturing.Alan Zekelman,1800
category.Real Estate.Zhang Li,1800
category.Sports.Amy Adams Strunk,1700
category.Finance & Investments.Marc Andreessen,1700
category.Metals & Mining.Giovanni Arvedi,1700
category.Real Estate.Lesley Bamberger,1700
category.Media & Entertainment.Bang Si-hyuk,1700
category.Finance & Investments.David Booth,1700
category.Technology.Jim Breyer,1700
category.Manufacturing.Chen Kaichen,1700
category.Manufacturing.Kommer Damen,1700
category.Food & Beverage.Carl DeSantis,1700
category.Finance & Investments.Marek Dospiva,1700
category.Healthcare.Keith Dunleavy & family,1700
category.Finance & Investments.John Elkann,1700
category.Automotive.Francois Feuillet & family,1700
category.Media & Entertainment.Yasuhiro Fukushima,1700
category.Finance & Investments.Mario Gabelli,1700
category.Finance & Investments.Rolf Gerling,1700
category.Real Estate.John Goff,1700
category.Fashion & Retail.Alexandre Grendene Bartelle,1700
category.Fashion & Retail.Gerry Harvey,1700
category.Technology.He Zhaoxi,1700
category.Real Estate.William Heinecke,1700
category.Finance & Investments.Jay Hennick,1700
category.Manufacturing.Ilkka Herlin,1700
category.Real Estate.Asok Kumar Hiranandani,1700
category.Finance & Investments.Hal Jackman,1700
category.Manufacturing.Pavan Jain,1700
category.Real Estate.Keeree Kanjanapas,1700
category.Healthcare.Osman Kibar,1700
category.Fashion & Retail.Kim Chang-soo,1700
category.Media & Entertainment.Kim Jung-min,1700
category.Media & Entertainment.Kim Jung-youn,1700
category.Fashion & Retail.Mustafa Kucuk,1700
category.Real Estate.Christopher Kwok,1700
category.Real Estate.Edward Kwok,1700
category.Logistics.Lai Jianfa,1700
category.Diversified.Lau Cho Kun,1700
category.Technology.Alexis Lê-Quôc,1700
category.Healthcare.Lei Jufang,1700
category.Healthcare.James Leininger,1700
category.Food & Beverage.Xuhui Li,1700
category.Food & Beverage.Jimmy John Liautaud,1700
category.Metals & Mining.Lin Lairong & family,1700
category.Technology.Lu Di,1700
category.Technology.Palmer Luckey,1700
category.Finance & Investments.Duncan MacMillan,1700
category.Technology.Yusaku Maezawa,1700
category.Fashion & Retail.Ilson Mateus & family,1700
category.Manufacturing.Meng Qingshan & family,1700
category.Fashion & Retail.Alberto Palatchi,1700
category.Manufacturing.Mrudula Parekh,1700
category.Fashion & Retail.Dragos Paval,1700
category.Real Estate.Jorge Perez,1700
category.Metals & Mining.Dmitry Pumpyansky,1700
category.Healthcare.Jinsheng Ren & family,1700
category.Media & Entertainment.Brian Roberts,1700
"category.Food & Beverage.Joe Rogers, Jr․",1700
category.Manufacturing.Ruan Shuilong & family,1700
category.Real Estate.Paul Saville,1700
category.Diversified.Ivan Savvidis & family,1700
category.Healthcare.Keiichi Shibahara,1700
category.Manufacturing.Rajju Shroff,1700
category.Fashion & Retail.Sun Huaiqing & family,1700
category.Real Estate.Alain Taravella,1700
category.Diversified.Jonathan Tisch,1700
category.Service.Kenneth Tuchman,1700
category.Manufacturing.Wang Chou-hsiong,1700
category.Technology.Wang Minwen,1700
category.Sports.Tom Werner,1700
category.Real Estate.Stephen Winn,1700
category.Energy.Ian Wood & family,1700
category.Manufacturing.Wu Lanlan & family,1700
category.Food & Beverage.Xu Bingzhong,1700
category.Manufacturing.Yang Xuegang,1700
category.Telecom.Vladimir Yevtushenkov,1700
category.Technology.David Zalik,1700
category.Logistics.Zhang Xiaojuan,1700
category.Manufacturing.Zheng Xiaodong,1700
category.Manufacturing.Zhong Ruonong & family,1700
category.Healthcare.Noubar Afeyan,1600
category.Construction & Engineering.Syed Mokhtar AlBukhary,1600
"category.Finance & Investments.Herbert Allen, Jr․ & family",1600
category.Metals & Mining.Vasily Anisimov,1600
category.Finance & Investments.Clifford Asness,1600
category.Finance & Investments.Louis Bacon,1600
category.Manufacturing.Bai Baokun,1600
category.Fashion & Retail.Alex Birkenstock,1600
category.Fashion & Retail.Christian Birkenstock,1600
category.Food & Beverage.Josef Boquoi & family,1600
category.Technology.Cai Huabo,1600
category.Technology.Chen Tianshi,1600
category.Real Estate.Chen Yung-tai,1600
category.Technology.Chey Tae-won,1600
category.Real Estate.Ivan Chrenko,1600
category.Construction & Engineering.Robert Clark,1600
category.Finance & Investments.Jack Cockwell,1600
category.Finance & Investments.Tench Coxe,1600
category.Sports.Jim Crane,1600
category.Logistics.Norbert Dentressangle,1600
category.Finance & Investments.Jamie Dimon,1600
category.Technology.Daniel Dines,1600
category.Finance & Investments.Alfredo Egydio Arruda Villela Filho,1600
category.Metals & Mining.Gary Fegel,1600
"category.Finance & Investments.William Foley, II․",1600
category.Fashion & Retail.Richard Fortin,1600
category.Healthcare.Gao Yi & family,1600
category.Healthcare.Giammaria Giuliani,1600
category.Finance & Investments.Bill Gross,1600
category.Finance & Investments.Sue Gross,1600
category.Sports.Irving Grousbeck & family,1600
category.Energy.Timothy Headington,1600
category.Manufacturing.Ilona Herlin,1600
category.Diversified.David Hoffmann,1600
category.Media & Entertainment.Stanley Hubbard,1600
category.Manufacturing.Hui Lin Chit,1600
category.Metals & Mining.Tianjiang Jia & family,1600
category.Real Estate.Zhaobai Jiang,1600
category.Fashion & Retail.Sergei Katsiev,1600
category.Media & Entertainment.Kim Jae-young,1600
category.Healthcare.Randal J․ Kirk,1600
category.Energy.William Koch,1600
category.Manufacturing.Pyotr Kondrashev,1600
category.Logistics.Eiichi Kuriwada,1600
category.Healthcare.Robert Langer,1600
category.Diversified.Anthony Langley,1600
category.Diversified.Marianna Latsis & family,1600
category.Real Estate.Lee Yeow Seng,1600
category.Real Estate.Li Sze Lim,1600
category.Real Estate.Li Wa,1600
category.Technology.Li Weiwei,1600
category.Technology.Liang Qin & family,1600
category.Real Estate.Vincent Lo,1600
category.Telecom.Terence (Terry) Matthews,1600
category.Technology.Jim McKelvey,1600
category.Real Estate.P․N․C․ Menon,1600
category.Energy.Massimo Moratti,1600
category.Finance & Investments.Liora Ofer,1600
category.Automotive.Stefan Pierer,1600
category.Finance & Investments.Andreas Pohl,1600
"category.Finance & Investments.Reinfried Pohl, Jr․",1600
category.Energy.Michael Polsky,1600
category.Manufacturing.Francisco Jose Riberas Mera,1600
category.Metals & Mining.Juan Maria Riberas Mera,1600
category.Food & Beverage.Andres Santo Domingo,1600
category.Food & Beverage.Sathien Sathientham,1600
category.Manufacturing.Shang Xiaobo & family,1600
category.Food & Beverage.Yuri Shefler,1600
category.Metals & Mining.Evgeny (Eugene) Shvidler,1600
category.Technology.Ryan Smith,1600
category.Diversified.Zakhar Smushkin,1600
category.Service.Peter Sperling,1600
category.Diversified.Laurie Tisch,1600
category.Diversified.Steven Tisch,1600
category.Manufacturing.Michael Tojner,1600
category.Healthcare.August Troendle,1600
category.Manufacturing.Tseng Sing-ai,1600
category.Technology.Sekar Vembu,1600
category.Energy.Chris Wallin,1600
category.Media & Entertainment.Wang Changtian,1600
category.Media & Entertainment.Ning Wang & family,1600
category.Technology.Scott Watterson,1600
category.Energy.Dan Wilks,1600
category.Fashion & Retail.Alan Wilson,1600
category.Fashion & Retail.Bruce Wilson,1600
category.Fashion & Retail.John Wilson,1600
category.Technology.Anthony Wood,1600
category.Manufacturing.Wu Ying,1600
category.Healthcare.Wu Yulan,1600
category.Technology.Zhongyi Wu,1600
category.Manufacturing.Xiang Guangming & family,1600
category.Technology.Xue Xiangdong & family,1600
category.Healthcare.George Yancopoulos,1600
category.Technology.Steven Meng Yang & family,1600
category.Automotive.Ye Fan & family,1600
category.Diversified.Yi Dasheng,1600
category.Manufacturing.Yu Lili,1600
category.Technology.Zeng Kaitian,1600
category.Metals & Mining.Zhang Xuexin & family,1600
category.Food & Beverage.Yubai Zhang,1600
category.Gambling & Casinos.Fredrik Österberg,1600
category.Food & Beverage.Shiv Kishan Agrawal,1500
category.Diversified.Aziz Akhannouch & family,1500
category.Diversified.Hamdi Akin & family,1500
category.Manufacturing.Nerio Alessandri,1500
category.Diversified.Alexandra Andresen,1500
category.Diversified.Katharina Andresen,1500
category.Diversified.Patricia Angelini Rossi,1500
category.Healthcare.Mori Arkin,1500
category.Fashion & Retail.Barbara Benetton,1500
category.Metals & Mining.Angela Bennett,1500
category.Diversified.Zadik Bino & family,1500
category.Fashion & Retail.Paolo Bulgari,1500
category.Food & Beverage.Saket Burman,1500
category.Diversified.Ahmet Calik,1500
category.Technology.Safra Catz,1500
category.Logistics.Chang Kuo-Hua,1500
category.Manufacturing.Chu Jian,1500
category.Diversified.Sandor Csanyi,1500
category.Finance & Investments.Ana Lucia de Mattos Barretto Villela,1500
category.Manufacturing.Federico De Nora,1500
category.Technology.Bharat Desai,1500
category.Diversified.Mohammed Dewji,1500
category.Finance & Investments.Egon Durban,1500
category.Manufacturing.Fu Mingkang & family,1500
category.Media & Entertainment.Alan Gerry,1500
category.Fashion & Retail.Philippe Ginestet & family,1500
category.Logistics.G․ Gnanalingam,1500
category.Fashion & Retail.Esther Grether,1500
category.Manufacturing.Wei Gu,1500
category.Technology.Patrick Hanrahan,1500
category.Finance & Investments.Kenneth Hao,1500
category.Finance & Investments.Jaroslav Hascak & family,1500
category.Manufacturing.He Zhenggang,1500
category.Real Estate.Niranjan Hiranandani,1500
category.Finance & Investments.Ho Hung Anh,1500
category.Technology.Archie Hwang,1500
category.Media & Entertainment.Peter Jackson,1500
category.Finance & Investments.Stephen Jarislowsky,1500
category.Healthcare.Rajeev Juneja,1500
category.Healthcare.Ramesh Juneja,1500
category.Diversified.Ke Xiping & family,1500
category.Diversified.Kim Jun-ki,1500
category.Fashion & Retail.Sidney Kimmel,1500
category.Food & Beverage.Jim Koch,1500
category.Real Estate.Raj Kumar,1500
category.Diversified.Spiro Latsis & family,1500
category.Manufacturing.Peter Leibinger,1500
category.Manufacturing.Regine Leibinger,1500
category.Manufacturing.Nicola Leibinger-Kammueller,1500
category.Manufacturing.Li Jianli,1500
category.Manufacturing.Li Jiaquan,1500
category.Fashion & Retail.Li Rucheng,1500
category.Manufacturing.Li Shui-po,1500
category.Technology.Scott Lin,1500
